date,product,category,region,quantity,unit_price,revenue,customer_age
2025-03-03,Monitor,Electronics,West,3,320.33,960.99,33
2025-04-04,Blender,Home & Kitchen,West,7,46.24,323.68,56
2025-05-05,History Book,Books,West,9,28.01,252.09,41
2025-06-06,Laptop,Electronics,South,6,91.51,549.06,
2025-07-07,Monitor,Electronics,East,7,61.91,433.37,24
2025-08-08,Blender,Home & Kitchen,South,8,193.32,1546.56,47
2025-09-09,Jacket,Clothing,North,8,61.23,489.84,44
2025-10-10,Laptop,Electronics,South,6,162.83,976.98,47
2025-11-11,Sneakers,Clothing,East,8,57.84,462.72,64
2025-12-12,Cookbook,Books,North,5,31.89,159.45,63
2025-01-13,Laptop,Electronics,East,2,341.8,683.6,28
2025-02-14,Jeans,Clothing,South,6,284.33,1705.98,47
2025-03-15,Sneakers,Clothing,South,3,323.83,971.49,45
2025-04-16,Fiction Novel,Books,South,8,300.18,2401.44,42
2025-05-17,Smartphone,Electronics,South,5,378.64,1893.2,69
2025-06-18,Laptop,Electronics,South,6,169.73,1018.38,47
2025-07-19,Headphones,Electronics,West,9,483.3,4349.7,38
2025-08-20,History Book,Books,North,6,182.47,1094.82,47
2025-09-21,Jacket,Clothing,,3,163.46,490.38,33
2025-10-22,Coffee Maker,Home & Kitchen,South,6,349.78,2098.68,50
2025-11-23,History Book,Books,South,10,198.02,1980.2,29
2025-12-24,Sci-Fi Book,Books,South,8,151.53,1212.24,29
2025-01-25,Toaster,Home & Kitchen,North,6,476.4,2858.4,49
2025-02-26,Jeans,Clothing,West,9,257.66,2318.94,49
2025-03-27,History Book,Books,West,8,249.46,1995.68,23
2025-04-28,Smartphone,Electronics,East,1,144.68,144.68,52
2025-05-01,Blender,Home & Kitchen,West,10,373.83,3738.3,67
2025-06-02,Fiction Novel,Books,North,5,389.81,1949.05,70
2025-07-03,Coffee Maker,Home & Kitchen,West,9,1756.35,15807.15,
2025-08-04,Smartphone,Electronics,East,1,230.37,230.37,40
2025-09-05,Monitor,Electronics,North,4,112.84,451.36,65
2025-10-06,Toaster,Home & Kitchen,South,10,78.23,782.3,31
2025-11-07,T-Shirt,Clothing,East,9,147.73,1329.57,52
2025-12-08,Jacket,Clothing,East,5,290.64,1453.2,50
2025-01-09,Smartphone,Electronics,West,1,496.32,496.32,59
2025-02-10,Jeans,Clothing,South,3,358.58,1075.74,33
2025-03-11,History Book,Books,South,10,319.88,3198.8,58
2025-04-12,History Book,Books,West,2,320.48,640.96,67
2025-05-13,Monitor,Electronics,East,6,232.8,1396.8,49
2025-06-14,Coffee Maker,Home & Kitchen,North,8,321.07,2568.56,62
2025-07-15,Coffee Maker,Home & Kitchen,West,4,484.38,1937.52,70
2025-08-16,Sneakers,Clothing,East,6,415.89,2495.34,39
2025-09-17,Sneakers,Clothing,East,1,32.51,32.51,58
2025-10-18,Fiction Novel,Books,North,3,226.23,678.69,18
2025-11-19,Sci-Fi Book,Books,South,5,87.9,439.5,35
2025-12-20,Headphones,Electronics,East,2,192.2,384.4,59
2025-01-21,T-Shirt,Clothing,West,5,365.73,1828.65,66
2025-02-22,Sneakers,Clothing,North,2,10.53,21.06,48
2025-03-23,Smartphone,Electronics,South,9,343.19,3088.71,18
2025-04-24,Headphones,Electronics,North,7,350.08,2450.56,48
2025-05-25,Smartphone,Electronics,West,2,368.07,736.14,24
2025-06-26,Headphones,Electronics,East,5,77.19,385.95,67
2025-07-27,Jeans,Clothing,North,9,286.01,2574.09,57
2025-08-28,Sneakers,Clothing,East,4,317.76,1271.04,
2025-09-01,History Book,Books,South,2,449.33,898.66,26
2025-10-02,Monitor,Electronics,East,7,164.11,1148.77,26
2025-11-03,Jacket,Clothing,North,4,281.16,1124.64,56
2025-12-04,Coffee Maker,Home & Kitchen,East,4,263.7,1054.8,50
2025-01-05,Sneakers,Clothing,,1,394.06,394.06,68
2025-02-06,Sneakers,Clothing,West,2,128.13,256.26,58
2025-03-07,Laptop,Electronics,East,6,74.67,448.02,54
2025-04-08,Cookbook,Books,South,8,477.68,3821.44,67
2025-05-09,Laptop,Electronics,North,1,138.47,138.47,20
2025-06-10,Monitor,Electronics,East,9,385.88,3472.92,45
2025-07-11,Fiction Novel,Books,South,5,50.96,254.8,23
2025-08-12,Jeans,Clothing,East,7,297.35,2081.45,66
2025-09-13,Headphones,Electronics,West,4,38.37,153.48,23
2025-10-14,Fiction Novel,Books,West,10,308.33,3083.3,37
2025-11-15,T-Shirt,Clothing,North,3,353.73,1061.19,28
2025-12-16,Cookbook,Books,East,3,192.22,576.66,65
2025-01-17,Coffee Maker,Home & Kitchen,North,6,405.48,2432.88,35
2025-02-18,Headphones,Electronics,North,8,233.05,1864.4,41
2025-03-19,Monitor,Electronics,South,6,87.08,522.48,67
2025-04-20,Laptop,Electronics,South,9,11.26,101.34,18
2025-05-21,T-Shirt,Clothing,West,6,197.66,1185.96,27
2025-06-22,T-Shirt,Clothing,West,4,167.68,670.72,44
2025-07-23,Microwave,Home & Kitchen,North,10,192.68,1926.8,50
2025-08-24,Smartphone,Electronics,South,9,490.89,4418.01,43
2025-09-25,Monitor,Electronics,East,5,170.38,851.9,
2025-02-02,Laptop,Electronics,East,4,119.37,477.48,65
2025-03-03,Laptop,Electronics,West,1,24.6,24.6,31
